chrID	start	end	gene name	strand
chr20	12933167	12935167	LINC01722	-
chr20	24178402	24180402	LINC01721	+
chr1	190592019	190594019	LINC01720	+
chr20	21548661	21550661	LINC01727	+
chr20	21684223	21686223	LINC01726	-
chr1	84326679	84328679	LINC01725	-
chr11	74660232	74662232	XRRA1	-
chr4	121993673	121995673	NDNF	-
chrX	75005079	75007079	MAGEE2	-
chrX	75646045	75648045	MAGEE1	+
chrX	73072588	73074588	XIST	-
chr12	6560683	6562683	CD27-AS1	-
chr22	45703718	45705718	FAM118A	+
chr17	43248852	43250852	LOC105371795	-
chr8	101661893	101663893	SNX31	-
chr9	115511133	115513133	SNX30	+
chr15	75939347	75941347	SNX33	+
chr3	149812229	149814229	LOC105374313	+
chr19	44100287	44102287	IRGQ	-
chr8	141519396	141521396	CHRAC1	+
chr19	44218213	44220213	IRGC	+
chr5	150224084	150226084	IRGM	+
chr4	165796139	165798139	APELA	+
chr13	54707006	54709006	LINC00458	-
chr13	114596075	114598075	LINC00452	+
chr1	228401356	228403356	C1orf145	-
chr1	92681572	92683572	C1orf146	+
chr13	97831876	97833876	LINC00456	-
chr13	35214822	35216822	LINC00457	-
chr13	114586459	114588459	LINC00454	-
chr6	89927496	89929496	GABRR1	-
chr6	90025018	90027018	GABRR2	-
chr3	97754148	97756148	GABRR3	-
chr3	160167626	160169626	TRIM59	-
chr1	248018500	248020500	TRIM58	+
chr8	67037277	67039277	TRIM55	+
chr2	27503296	27505296	TRIM54	+
chr7	100726719	100728719	TRIM56	+
chr6	167370077	167372077	RNASET2	-
chr7	72742085	72744085	TRIM50	-
chr5	180688119	180690119	TRIM52	-
chr15	43475465	43477465	CCNDBP1	+
chr16	3183056	3185056	ZNF213	+
chr17	45569986	45571986	MRPL45P2	-
chr6	117994616	117996616	NUS1	+
chr10	124132093	124134093	PLEKHA1	+
chr12	9560010	9562010	LOC728715	-
chr6	2893200	2895200	MIR6832	+
chr19	14181820	14183820	MISP3	+
chr14	77785229	77787229	GSTZ1	+
chr2	46769696	46771696	ATP6V1E2	-
chr1	155145804	155147804	KRTCAP2	-
chr2	27663232	27665232	KRTCAP3	+
chr17	70112157	70114157	SOX9-AS1	-
chr17	37010053	37012053	RPL23	-
chr2	176985412	176987412	HOXD9	+
chr1	203055166	203057166	MYOG	-
chr13	36050832	36052832	MAB21L1	-
chr4	151501076	151503076	MAB21L2	+
chr10	95242074	95244074	MYOF	-
chr6	4614247	4616247	HSD17B8	+
chr1	24151949	24153949	HMGCL	-
chr1	45138393	45140393	C1orf228	+
chr17	40702575	40704575	HSD17B1	+
chr16	82066857	82068857	HSD17B2	+
chr9	99064434	99066434	HSD17B3	-
chr5	118786137	118788137	HSD17B4	+
chr12	57155001	57157001	HSD17B6	+
chr1	162758491	162760491	HSD17B7	+
chr11	67442102	67444102	ALDH3B2	-
chr11	67775774	67777774	ALDH3B1	+
chr9	42857202	42859202	LOC101929583	-
chr15	80855285	80857285	LOC101929586	-
chr14	21572863	21574863	ZNF219	-
chr10	35104253	35106253	PARD3	-
chr2	133671129	133673129	LOC101928185	+
chr8	87081926	87083926	PSKH2	-
chr16	67925174	67927174	PSKH1	+
chr2	102925961	102927961	IL1RL1	+
chr2	102801432	102803432	IL1RL2	+
chr12	118571688	118573688	PEBP1	+
chr8	22785421	22787421	PEBP4	-
chr18	12989360	12991360	CEP192	+
chrX	129038096	129040096	UTP14A	+
chr6	47277683	47279683	TNFRSF21	-
chr13	52596826	52598826	UTP14C	+
chr1	6526255	6528255	TNFRSF25	-
chr13	39612213	39614213	PROSER1	-
chr10	11863396	11865396	PROSER2	+
chr19	36247043	36249043	PROSER3	+
chr11	20383246	20385246	HTATIP2	+
chr20	10413950	10415950	SLX4IP	+
chrX	149611719	149613719	MAMLD1	+
chr18	13724658	13726658	RNMT	+
chr6	656964	658964	HUS1B	-
chr7	5320560	5322560	SLC29A4	+
chr10	73077009	73079009	SLC29A3	+
chr11	66139291	66141291	SLC29A2	-
chr6	44185241	44187241	SLC29A1	+
chr1	15984207	15986207	RSC1A1	+
chr20	29610047	29612047	FRG1DP	+
chr15	78219188	78221188	LOC645752	-
chr6	4077439	4079439	C6orf201	+
chr9	130467270	130469270	CFAP157	+
chr6	107347375	107349375	C6orf203	+
chr3	138064489	138066489	MRAS	+
chr21	33662123	33664123	MRAP	+
chr17	26696682	26698682	SARM1	+
chr15	40507628	40509628	BUB1B-PAK6	+
chr18	3261848	3263848	LOC104968399	-
chr12	118452465	118454465	RFC5	+
chr8	77591514	77593514	ZFHX4	+
chr4	70914131	70916131	HTN1	+
chr4	39368001	39370001	RFC1	-
chr16	73092534	73094534	ZFHX3	-
chr14	24020858	24022858	ZFHX2	-
chr17	77770915	77772915	CBX8	-
chr22	39548655	39550655	CBX7	-
chr22	39268339	39270339	CBX6	-
chr12	54653370	54655370	CBX5	-
chr17	77813213	77815213	CBX4	-
chr7	26239323	26241323	CBX3	+
chr17	77749976	77751976	CBX2	+
chr17	46178560	46180560	CBX1	-
chr1	153188059	153190059	PRR9	+
chr19	45540297	45542297	CLASRP	+
chr12	80327060	80329060	PPP1R12A-AS1	+
chr9	91924109	91926109	CKS2	+
chr10	124766428	124768428	ACADSB	+
chr10	112677300	112679300	SHOC2	+
chr19	37823525	37825525	HKR1	+
chr10	73271677	73273677	CDH23-AS1	-
chr20	57464357	57466357	GNAS	+
chr5	60240905	60242905	ERCC8	-
chr1	158574228	158576228	OR10Z1	+
chr19	45927177	45929177	ERCC1	-
chr19	45873845	45875845	ERCC2	-
chr2	128051670	128053670	ERCC3	-
chr16	14012013	14014013	ERCC4	+
chr13	103496190	103498190	ERCC5	+
chr10	50747169	50749169	ERCC6	-
chr7	56017610	56019610	MRPS17	+
chr10	75012451	75014451	MRPS16	-
chr1	36930040	36932040	MRPS15	-
chr1	167487847	167489847	CD247	-
chr19	39419593	39421593	MRPS12	+
chr15	89008683	89010683	MRPS11	+
chr6	42185633	42187633	MRPS10	-
chr11	66084515	66086515	CD248	-
chr1	154472694	154474694	TDRD10	+
chr1	152053400	152055400	LOC100131107	-
chr10	3107711	3109711	PFKP	+
chr12	48514429	48516429	PFKM	+
chr21	45717916	45719916	PFKL	+
chr4	185568766	185570766	PRIMPOL	+
chr15	25198039	25200039	SNURF	+
chr14	100842680	100844680	WARS	-
chr19	2783457	2785457	THOP1	+
chr7	64528915	64530915	SNORA15B-2	+
chr7	64528915	64530915	SNORA15B-1	+
chr19	7826034	7828034	CLEC4M	+
chr19	7797057	7799057	CLEC4G	-
chr2	71047732	71049732	CLEC4F	-
chr12	8693558	8695558	CLEC4E	-
chr12	8664135	8666135	CLEC4D	+
chr12	7902069	7904069	CLEC4C	-
chr12	8274227	8276227	CLEC4A	+
chr6	7313547	7315547	SSR1	-
chr1	155990758	155992758	SSR2	-
chr3	156272989	156274989	SSR3	-
chrX	153057903	153059903	SSR4	+
chr1	112936799	112938799	CTTNBP2NL	+
chr6	90537618	90539618	CASP8AP2	+
chr12	47579594	47581594	MIR4698	+
chr19	45443494	45445494	APOC4	+
chr19	45447238	45449238	APOC2	+
chr11	116698623	116700623	APOC3	+
chr19	45415503	45417503	APOC1	+
chr3	168267641	168269641	MIR551B	+
chr1	3477354	3479354	MIR551A	-
chr16	58033276	58035276	USB1	+
chr7	39015608	39017608	POU6F2	+
chr8	106329146	106331146	ZFPM2	+
chr12	51611539	51613539	POU6F1	-
chr7	129708348	129710348	KLHDC10	+
chr16	88518013	88520013	ZFPM1	+
chr14	62162541	62164541	HIF1A-AS1	-
chr14	62215807	62217807	HIF1A-AS2	-
chr11	62621483	62623483	SLC3A2	+
chr17	74449288	74451288	UBE2O	-
chr19	42430971	42432971	LOC100505585	+
chr6	159185785	159187785	MIR3918	-
chr3	158998434	159000434	MIR3919	+
chrX	32601869	32603869	MIR3915	-
chr1	247365362	247367362	MIR3916	-
chr1	26232945	26234945	MIR3917	-
chr9	130453074	130455074	MIR3911	-
chr5	170813764	170815764	MIR3912	-
chrX	49591862	49593862	PAGE4	+
chrX	55244779	55246779	PAGE5	+
chrX	55113484	55115484	PAGE2	+
chrX	55291279	55293279	PAGE3	-
chr7	102189678	102191678	SPDYE2B	+
chrX	49460596	49462596	PAGE1	-
chr13	66540561	66542561	MIR548X2	-
chr1	760970	762970	LINC01128	+
chr2	98284205	98286205	LINC01125	+
chr2	171571077	171573077	LINC01124	-
chr2	102597926	102599926	LINC01127	+
chr2	43452349	43454349	LINC01126	+
chr2	45482080	45484080	LINC01121	-
chr2	132158473	132160473	LINC01120	+
chr2	111131764	111133764	LINC01123	+
chr2	58745887	58747887	LINC01122	+
chr6	49755053	49757053	PGK2	-
chrX	77357665	77359665	PGK1	+
chr17	40976333	40978333	BECN1	-
chr1	242119068	242121068	BECN2	+
chr9	34612110	34614110	RPP25L	-
chr3	49591799	49593799	BSN-AS2	-
chr11	93061882	93063882	DEUP1	+
chr6	41564460	41566460	MIR4641	+
chr6	2149646	2151646	MIR4640	+
chr6	92229377	92231377	MIR4643	+
chr6	44401377	44403377	MIR4642	+
chr6	2854341	2856341	MIR4645	-
chr6	170637848	170639848	MIR4644	+
chr6	44222022	44224022	MIR4647	-
chr6	3048549	3050549	MIR4646	-
chr7	44148447	44150447	MIR4649	+
chr7	2564707	2566707	MIR4648	+
chr2	106227016	106229016	LOC285000	-
chr17	79519429	79521429	FAAP100	-
chr14	23233730	23235730	OXA1L	+
chr2	175258456	175260456	SCRN3	+
chr6	10694839	10696839	C6orf52	-
chr2	225907330	225909330	DOCK10	-
chrX	117627871	117629871	DOCK11	+
chr6	127896318	127898318	C6orf58	+
chr6	160932156	160934156	LPAL2	-
chr9	42466588	42468588	LOC105379252	+
chr2	8468549	8470549	LINC00299	-
chr11	33095695	33097695	LINC00294	+
chr13	30462542	30464542	LINC00297	-
chr4	182080302	182082302	LINC00290	-
chr9	130700763	130702763	DPM2	-
chr20	49575101	49577101	DPM1	-
chr8	47750507	47752507	LINC00293	+
chr6	167885013	167887013	LOC105378127	-
chr6	167583468	167585468	LOC105378123	-
chr7	66203642	66205642	RABGEF1	+
chrX	101713239	101715239	TCP11X2	+
chr6	27290539	27292539	VN1R10P	+
chr17	1953674	1955674	MIR212	-
chr15	31357344	31359344	MIR211	-
chr11	568198	570198	MIR210	-
chr2	56210211	56212211	MIR217	-
chr1	220291304	220293304	MIR215	-
chr1	172108047	172110047	MIR214	-
chr5	179334856	179336856	TBC1D9B	-
chr17	7991021	7993021	ALOX12B	-
chr16	65156040	65158040	CDH11	-
chr5	24645087	24647087	CDH10	-
chr16	82658398	82660398	CDH13	+
chr5	22853731	22855731	CDH12	-
chr16	89236162	89238162	CDH15	+
chr1	167523056	167525056	CREG1	-
chr2	102003965	102005965	CREG2	-
chr16	66952887	66954887	CDH16	-
chr18	64271375	64273375	CDH19	-
chr5	19988353	19990353	CDH18	-
chr11	55108676	55110676	OR4A16	+
chr11	55133359	55135359	OR4A15	+
chr15	84869441	84871441	LOC642423	-
chr5	36874860	36876860	NIPBL	+
chr18	74729055	74731055	MBP	-
chr20	386693	388693	RBCK1	+
chr19	8453204	8455204	RAB11B	+
chr20	58711547	58713547	MIR646HG	+
chr11	3413145	3415145	OR7E12P	-
chrX	100546325	100548325	TAF7L	-
chr3	192956916	192958916	HRASLS	+
chr5	115418672	115420672	COMMD10	+
chr13	53027494	53029494	CKAP2	+
chr6	87645023	87647023	HTR1E	+
chr3	87839916	87841916	HTR1F	+
chr5	63258119	63260119	HTR1A	-
chr12	106641713	106643713	CKAP4	-
chr11	46867859	46869859	CKAP5	-
chr20	30311802	30313802	BCL2L1	-
chr14	23773970	23775970	BCL2L2	+
chr22	18247025	18249025	MIR3198-1	-
chr4	103747211	103749211	LOC105377348	+
chr12	54625260	54627260	MIR3198-2	-
chr12	58333286	58335286	ATP23	+
chr20	41312122	41314122	LOC101927159	+
chr21	35012705	35014705	ITSN1	+
chr2	24583397	24585397	ITSN2	-
chrX	48931704	48933704	PRAF2	-
chr9	99486102	99488102	LOC441455	+
chr9	99669356	99671356	LOC441454	+
chr1	72748277	72750277	NEGR1	-
chr14	52385289	52387289	LOC102723604	-
chr14	77730560	77732560	MIR1260A	+
chr14	90420245	90422245	TDP1	+
chr6	24667115	24669115	TDP2	-
chr11	96072601	96074601	MIR1260B	+
chr11	118550381	118552381	TREH	-
chr19	24346249	24348249	HAVCR1P1	-
chr17	16183327	16185327	MIR1288	+
chr22	20236734	20238734	MIR1286	-
chr10	100155064	100157064	MIR1287	-
chr3	71591240	71593240	MIR1284	-
chr15	44085957	44087957	MIR1282	-
chr22	41486516	41488516	MIR1281	+
chr4	39479874	39481874	LOC401127	+
chr16	3306627	3308627	MEFV	-
chr2	89109883	89111883	MIR4436A	+
chr5	148649400	148651400	AFAP1L1	+
chr10	116164537	116166537	AFAP1L2	-
chr6	150068830	150070830	PCMT1	+
chr4	48341612	48343612	SLAIN2	+
chr13	78313294	78315294	SLAIN1	+
chr10	15012562	15014562	LOC105376430	+
chr1	213031480	213033480	FLVCR1-AS1	-
chr7	129904702	129906702	CPA2	+
chr3	148581042	148583042	CPA3	+
chr7	130018211	130020211	CPA1	+
chr8	68658620	68660620	CPA6	-
chr7	129930973	129932973	CPA4	+
chr7	129982629	129984629	CPA5	+
chr22	30661806	30663806	OSM	-
chr1	148899844	148901844	LOC101060524	+
chr12	58085737	58087737	OS9	+
chr8	19169080	19171080	SH2D4A	+
chr10	81270738	81272738	LOC729815	-
chr10	82295657	82297657	SH2D4B	+
chr1	179545087	179547087	NPHS2	-
chr19	36342895	36344895	NPHS1	-
chr8	29950921	29952921	LEPROTL1	+
chr7	35754046	35756046	LOC100506725	+
chr6	131892343	131894343	ARG1	+
chr14	68084578	68086578	ARG2	+
chr21	34852316	34854316	TMEM50B	-
chr1	25662788	25664788	TMEM50A	+
chr13	112246355	112248355	LINC02337	+
chr14	88121638	88123638	LINC02330	-
chr13	52906429	52908429	LINC02333	+
chr14	23025956	23027956	LINC02332	-
chr13	62002079	62004079	LINC02339	-
chr13	58737960	58739960	LINC02338	+
chr1	155827086	155829086	GON4L	-
chr9	133708641	133710641	ABL1	+
chr1	179198819	179200819	ABL2	-
chr16	21358683	21360683	SNX29P1	+
chr16	69385712	69387712	TMED6	-
chrX	59328251	59330251	IL9R	+
chr16	29311607	29313607	SNX29P2	+
chr15	79601403	79603403	TMED3	+
chr12	124067077	124069077	TMED2	+
chr19	10946416	10948416	TMED1	-
chr1	9646931	9648931	TMEM201	+
chr22	51111069	51113069	SHANK3	+
chr7	98030427	98032427	BAIAP2L1	-
chr1	245027827	245029827	HNRNPU	-
chr5	177017148	177019148	TMED9	+
chr14	77843452	77845452	TMED8	-
chr2	186664878	186666878	FSIP2-AS1	-
chr17	80056106	80058106	FASN	-
chr19	8507802	8509802	HNRNPM	+
chr14	21737638	21739638	HNRNPC	-
chr4	83295149	83297149	HNRNPD	-
chr10	43903299	43905299	HNRNPF	-
chr12	372039	374039	SLC6A13	-
chr3	167965309	167967309	EGFEM1P	+
chr7	129845338	129847338	TMEM209	-
chr1	74699070	74701070	TNNI3K	+
chr11	10823155	10825155	SNORD97	-
chr9	5437937	5439937	PLGRKT	-
chr17	6345734	6347734	PIMREG	+
chr5	10562434	10564434	ANKRD33B	+
chr1	166845654	166847654	TADA1	-
chr3	9834695	9836695	TADA3	-
chr1	26642410	26644410	CD52	+
chr1	111413721	111415721	CD53	+
chr1	207492816	207494816	CD55	+
chr1	117113715	117115715	CD58	-
chr11	33758025	33760025	CD59	-
chr14	35450103	35452103	SRP54	+
chr4	76899942	76901942	LOC101928809	+
chr15	22301211	22303211	LOC101927079	+
chr5	114109110	114111110	LOC101927078	-
chr2	99388361	99390361	LOC101927070	-
chr2	219244751	219246751	SLC11A1	+
chr11	102652406	102654406	WTAPP1	+
chr5	95018714	95020714	SPATA9	-
chr15	97324636	97326636	SPATA8	+
chr5	139937041	139939041	SRA1	-
chr2	231858838	231860838	SPATA3	+
chr20	48530276	48532276	SPATA2	-
chr1	84969983	84971983	SPATA1	+
chr14	88849987	88851987	SPATA7	+
chr1	48937880	48939880	SPATA6	-
chr4	123842224	123844224	SPATA5	+
chr4	177116822	177118822	SPATA4	-
chr6	26102175	26104175	HIST1H4C	+
chr6	26027480	26029480	HIST1H4B	-
chr6	26019906	26021906	HIST1H4A	+
chr6	26247205	26249205	HIST1H4G	-
chr6	26238653	26240653	HIST1H4F	+
chr6	26202872	26204872	HIST1H4E	+
chr6	26189304	26191304	HIST1H4D	-
chr6	27799305	27801305	HIST1H4K	-
chr6	27789902	27791902	HIST1H4J	+
chr6	27105087	27107087	HIST1H4I	+
chr6	26285727	26287727	HIST1H4H	-
chr6	27841289	27843289	HIST1H4L	-
chr2	161128406	161130406	LOC100505984	-
chr3	38078695	38080695	DLEC1	+
chr10	70978058	70980058	HKDC1	+
chr1	35135295	35137295	MIR552	-
chr1	100744796	100746796	MIR553	+
chr1	151516271	151518271	MIR554	+
chr1	155316236	155318236	MIR555	-
chr1	162310335	162312335	MIR556	+
chr1	168342761	168344761	MIR557	+
chr2	32755219	32757219	MIR558	+
chr2	47602813	47604813	MIR559	+
chr11	57886916	57888916	OR9I1	-
chr2	11050062	11052062	KCNF1	+
chr17	57784959	57786959	PTRH2	-
chr9	130477955	130479955	PTRH1	-
chr12	68381224	68383224	IFNG-AS1	+
chr4	1242908	1244908	CTBP1	-
chr10	126847687	126849687	CTBP2	-
chr2	197664492	197666492	GTF3C3	-
chr4	2936586	2938586	MFSD10	-
chr16	27561251	27563251	GTF3C1	-
chr19	3557582	3559582	MFSD12	-
chr6	111277762	111279762	GTF3C6	+
chr9	135904061	135906061	GTF3C5	+
chr9	135543421	135545421	GTF3C4	+
chr11	55538913	55540913	OR5D13	+
chrX	150067289	150069289	CD99L2	-
chr11	55561031	55563031	OR5D14	+
chr11	55604227	55606227	OR5D16	+
chr19	54240586	54242586	MIR518A2	+
chr16	2316663	2318663	LOC106660606	+
chr4	110734665	110736665	GAR1	+
chr21	40227462	40229462	LOC101928398	+
chr19	16582823	16584823	EPS15L1	-
chr21	34914464	34916464	GART	-
chr7	30632350	30634350	GARS	+
chr1	46597042	46599042	LOC101929626	+
chr4	109476388	109478388	LOC101929621	+
chr8	37573096	37575096	LOC101929622	+
chr11	44972455	44974455	TP53I11	-
chr17	27893293	27895293	TP53I13	+
chr10	89577988	89579988	ATAD1	-
chr8	124408705	124410705	ATAD2	-
chr11	67804461	67806461	TCIRG1	+
chr10	99077021	99079021	FRAT1	+
chr10	99094458	99096458	FRAT2	-
chr11	417397	419397	SIGIRR	-
chr22	38349676	38351676	C22orf23	-
chr22	32334440	32336440	C22orf24	-
chr11	121161387	121163387	SC5D	+
chr13	28024739	28026739	MTIF3	-
chr2	55496384	55498384	MTIF2	-
chrUn_gl000220	146703	148703	MIR6724-4	+
chrUn_gl000220	146703	148703	MIR6724-1	+
chrUn_gl000220	146703	148703	MIR6724-3	+
chrUn_gl000220	146703	148703	MIR6724-2	+
chr14	74253961	74255961	ELMSAN1	-
chr4	73935476	73937476	COX18	-
chr20	23402156	23404156	NAPB	-
chr3	39093436	39095436	SCN11A	-
chr16	71390615	71392615	CALB2	+
chr8	91095109	91097109	CALB1	-
chr1	109400864	109402864	AKNAD1	-
chr7	1015235	1017235	COX19	-
chr17	66597095	66599095	FAM20A	-
chr1	178993258	178995258	FAM20B	+
chr7	190968	192968	FAM20C	+
chrX	139171825	139173825	LOC389895	+
chr5	76324209	76326209	AGGF1	+
chr17	33878223	33880223	LOC107985033	+
chr4	89444952	89446952	PYURF	-
chr12	93323107	93325107	EEA1	-
chr5	139487597	139489597	LINC01024	-
chr9	71648478	71650478	FXN	+
chr4	120375783	120377783	GTF2IP12	-
chr4	48016788	48018788	NIPAL1	+
chr8	99306621	99308621	NIPAL2	-
chr1	24740239	24742239	NIPAL3	+
chr5	156885026	156887026	NIPAL4	+
chr11	102335985	102337985	LOC102723838	+
chr1	38273865	38275865	YRDC	-
chr11	910874	912874	CHID1	-
chr22	29661997	29663997	EWSR1	+
chr3	195632946	195634946	TNK2-AS1	+
chr7	150128741	150130741	LINC00996	+
chrX	152864632	152866632	FAM58A	-
chr16	57277037	57279037	ARL2BP	+
chr19	58338830	58340830	FKBP1AP1	-
chr6	117996447	117998447	LOC101927919	-
chr7	157256924	157258924	LOC101927914	+
chr8	138425831	138427831	LOC101927915	-
chr2	11271178	11273178	C2orf50	+
chr17	2869189	2871189	LOC101927911	-
chr2	241831455	241833455	C2orf54	-
chr17	6937393	6939393	SLC16A13	+
chr3	57301593	57303593	LOC105377102	+
chr10	91295313	91297313	SLC16A12	-
chrX	85302569	85304569	CHM	-
chr7	105170527	105172527	RINT1	+
chrX	80455302	80457302	SH3BGRL	+
chr22	24645588	24647588	POM121L9P	+
chr5	143189725	143191725	HMHB1	+
chr5	79551901	79553901	SERINC5	-
chr15	44092295	44094295	SERINC4	-
chr6	122793026	122795026	SERINC1	-
chr20	43150757	43152757	SERINC3	-
chr1	31884659	31886659	SERINC2	+
chr1	20957947	20959947	PINK1	+
chr19	36193388	36195388	ZBTB32	+
chr1	70383004	70385004	PIN1P1	+
chr22	46659219	46661219	PKDREJ	-
chr17	4890960	4892960	CAMTA2	-
chr1	6843383	6845383	CAMTA1	+
chr19	18666571	18668571	KXD1	+
chr22	21994541	21996541	SDF2L1	+
chr4	72902848	72904848	NPFFR2	+
chr10	72043450	72045450	NPFFR1	-
chr11	107460470	107462470	LOC643923	+
chr3	127389780	127391780	ABTB1	+
chr11	34379555	34381555	ABTB2	-
chr14	77562577	77564577	CIPC	+
chr15	81134414	81136414	MIR549A	-
chr13	27744395	27746395	USP12-AS2	+
chr17	57968406	57970406	RPS6KB1	+
chr16	67193812	67195812	TRADD	-
chr11	67193934	67195934	RPS6KB2	+
chr1	222908557	222910557	FAM177B	+
chr3	149373996	149375996	WWTR1-AS1	+
chr3	169488852	169490852	MYNN	+
chr1	171070947	171072947	MIR1295A	-
chr1	171068879	171070879	MIR1295B	+
chr11	116643714	116645714	BUD13	-
chr8	146218250	146220250	TMED10P1	+
chr3	128880073	128882073	ISY1	-
chr19	16997670	16999670	F2RL3	+
chr5	75919259	75921259	F2RL2	-
chr5	76112801	76114801	F2RL1	+
chr19	7694439	7696439	XAB2	-
chr16	70207351	70209351	LOC400541	-
chr15	22466547	22468547	IGHV1OR15-3	-
chr15	22448881	22450881	IGHV1OR15-1	-
chr2	107503563	107505563	ST6GAL2	-
chr3	186646314	186648314	ST6GAL1	+
chr14	62582074	62584074	LINC00643	+
chr14	90919573	90921573	LINC00642	+
chr14	21673662	21675662	LINC00641	-
chr14	51798110	51800110	LINC00640	+
chr14	28079793	28081793	LINC00645	+
chr14	62606691	62608691	LINC00644	-
chr21	35301425	35303425	LINC00649	+
chr14	48264217	48266217	LINC00648	-
chr11	63751324	63753324	OTUB1	+
chr14	94490723	94492723	OTUB2	+
chr20	45086282	45088282	ZNF663P	-
chr15	73925753	73927753	NPTN	-
chr14	101504026	101506026	MIR376C	+
chr14	101504772	101506772	MIR376B	+
chr8	146228285	146230285	ZNF252P	-
chr6	2243986	2245986	GMDS-AS1	+
chr19	48389654	48391654	SULT2A1	-
chr1	154230202	154232202	SNORA58B	+
chr5	136461885	136463885	LOC105379192	+
chr5	138089613	138091613	LOC105379194	-
chr5	156486130	156488130	HAVCR1	-
chr3	51534018	51536018	DCAF1	-
chr17	61625795	61627795	DCAF7	+
chr1	167903796	167905796	DCAF6	+
chr14	69619914	69621914	DCAF5	-
chr14	73391039	73393039	DCAF4	+
chr1	160232318	160234318	DCAF8	-
chr21	35773370	35775370	C21orf140	-
chr19	50599082	50601082	SNAR-A3	+
chr20	18446032	18448032	POLR3F	+
chr5	89768680	89770680	POLR3G	+
chr8	22100618	22102618	POLR3D	+
chr16	22306695	22308695	POLR3E	+
chr12	106749435	106751435	POLR3B	+
chr1	145611044	145613044	POLR3C	-
chr10	79789298	79791298	POLR3A	-
chr16	103632	105632	POLR3K	-
chr22	41940493	41942493	POLR3H	-
chr11	112131583	112133583	PLET1	-
chr19	55994556	55996556	NAT14	+
chr19	10305811	10307811	DNMT1	-
chr2	176992467	176994467	HOXD8	+
chr4	101316404	101318404	SNORA101A	-
chr14	36232137	36234137	SNORA101B	-
chr2	177014112	177016112	HOXD4	+
chr2	177051306	177053306	HOXD1	+
chr2	177026804	177028804	HOXD3	+
chr10	30638267	30640267	MTPAP	-
chr9	139981269	139983269	MAN1B1-AS1	-
chr12	129335978	129337978	GLT1D1	+
chr12	121410095	121412095	HNF1A-AS1	-
chr5	141301384	141303384	KIAA0141	+
chr7	143983096	143985096	ARHGEF34P	-
chr1	22263790	22265790	HSPG2	-
chr12	8183358	8185358	FOXJ2	+
chr19	54876721	54878721	LAIR1	-
chr19	50599082	50601082	SNAR-A6	+
chr19	55012012	55014012	LAIR2	+
chr19	33208678	33210678	TDRD12	+
chr4	154385497	154387497	KIAA0922	+
chr2	198362720	198364720	HSPE1-MOB4	+
chr19	4517716	4519716	PLIN4	-
chr2	21344857	21346857	TDRD15	+
chr19	4867780	4869780	PLIN3	-
chr19	50599082	50601082	SNAR-A5	+
chr22	42978017	42980017	RRP7BP	-
chr6	2377504	2379504	C6orf15	-
chr1	1656004	1658004	CDK11A	-
chr1	1655859	1657859	CDK11B	-
chr6	118820535	118822535	BRD7P3	+
chr12	97955589	97957589	MIR135A2	+
chr17	45918699	45920699	SCRN2	-
chr7	30029425	30031425	SCRN1	-
chr3	52328324	52330324	MIR135A1	-
chr12	53901422	53903422	NPFF	-
chr16	11363160	11365160	TNP2	-
chr2	217724782	217726782	TNP1	-
chr20	62738184	62740184	NPBWR2	-
chr8	53850467	53852467	NPBWR1	+
chr8	66092575	66094575	LINC00251	-
chr14	76045931	76047931	LOC102724153	-
chr16	15228002	15230002	MIR6511B2	-
chr16	2156754	2158754	MIR6511B1	-
chr7	56516068	56518068	LOC650226	-
chr2	28429828	28431828	LOC100505736	-
chr10	77054140	77056140	ZNF503-AS1	+
chr10	77159285	77161285	ZNF503-AS2	+
chr17	4938727	4940727	SLC52A1	-
chr20	749228	751228	SLC52A3	-
chr8	145580240	145582240	SLC52A2	+
chr15	52861329	52863329	ARPP19	-
chr15	72688667	72690667	TMEM202	+
chr9	140100090	140102090	TMEM203	-
chr16	1576741	1578741	TMEM204	+
chr19	11456981	11458981	TMEM205	-
chr1	212588243	212590243	TMEM206	-
chr3	190167665	190169665	TMEM207	-
